2022-09-19 10:00:00.418 [任务线程 - 27] INFO  com.teamtop.system.crossBoss.cross.CrossBossCrossEvent - CrossBossCrossEvent.fixTime cmdId:2 time:2022-09-19_10-00-00s
2022-09-19 10:00:00.428 [crossChannelEx - 1] INFO  com.teamtop.system.crossBoss.CrossBossIO - local tell cross state:2  1
2022-09-19 10:00:00.431 [任务线程 - 27] INFO  com.teamtop.util.exector.schedule.ScheduleFixtime - day event:com.teamtop.system.crossBoss.cross.CrossBossCrossEvent@280e8a1a,now:1663552800,dayTime:1000
2022-09-19 10:00:00.433 [任务线程 - 27] INFO  com.teamtop.system.dengFengZaoJi.event.DengFengZaoJiEvent - DengFengZaoJiEvent.fixTime cmdId:1 time:2022-09-19_10-00-00s
2022-09-19 10:00:00.433 [任务线程 - 27] INFO  com.teamtop.util.exector.schedule.ScheduleFixtime - week event:com.teamtop.system.dengFengZaoJi.event.DengFengZaoJiEvent@5b94b04d,now:1663552800,dayTime:1000
2022-09-19 10:00:00.855 [任务线程 - 61] INFO  com.teamtop.system.crossTeamKing.local.CrossTeamKingLocal - CrossTeamKing leftNum hid 100010000000000210
2022-09-19 10:00:00.858 [任务线程 - 61] INFO  com.teamtop.system.crossTeamKing.local.CrossTeamKingLocal - CrossTeamKing jf hid 10001000000000020
2022-09-19 10:00:00.927 [任务线程 - 61] INFO  java.lang.Class - (ID:1000100000000002),Name:伤心丨布丁,rec:init equipData:EquipData [hid=1000100000000002, equipAlllist={1000100000000043,1000100000000002,910120,3,0}{1000100000000047,1000100000000002,910121,3,1}{1000100000000138,1000100000000002,910122,3,2}{1000100000000171,1000100000000002,910123,3,3}{1000100000000187,1000100000000002,910124,3,4}{1000100000000227,1000100000000002,910125,3,5}{1000100000000204,1000100000000002,910026,3,6}{1000100000000228,1000100000000002,910127,3,7}{1000100000000170,1000100000000002,910123,1,0}{1000100000000169,1000100000000002,910123,1,0}{1000100000000168,1000100000000002,910123,1,0}{1000100000000175,1000100000000002,910123,1,0}{1000100000000174,1000100000000002,910123,1,0}{1000100000000173,1000100000000002,910123,1,0}{1000100000000172,1000100000000002,910123,1,0}{1000100000000163,1000100000000002,910123,1,0}{1000100000000162,1000100000000002,910123,1,0}{1000100000000161,1000100000000002,910123,1,0}{1000100000000160,1000100000000002,910123,1,0}{1000100000000167,1000100000000002,910123,1,0}{1000100000000166,1000100000000002,910123,1,0}{1000100000000165,1000100000000002,910123,1,0}{1000100000000164,1000100000000002,910123,1,0}{1000100000000186,1000100000000002,910124,1,0}{1000100000000185,1000100000000002,910124,1,0}{1000100000000184,1000100000000002,910123,1,0}{1000100000000191,1000100000000002,910124,1,0}{1000100000000190,1000100000000002,910124,1,0}{1000100000000189,1000100000000002,910124,1,0}{1000100000000188,1000100000000002,910124,1,0}{1000100000000179,1000100000000002,910123,1,0}{1000100000000178,1000100000000002,910123,1,0}{1000100000000177,1000100000000002,910123,1,0}{1000100000000176,1000100000000002,910123,1,0}{1000100000000183,1000100000000002,910123,1,0}{1000100000000182,1000100000000002,910123,1,0}{1000100000000181,1000100000000002,910123,1,0}{1000100000000180,1000100000000002,910123,1,0}{1000100000000139,1000100000000002,910123,1,0}{1000100000000137,1000100000000002,910122,1,0}{1000100000000136,1000100000000002,910122,1,0}{1000100000000143,1000100000000002,910123,1,0}{1000100000000142,1000100000000002,910123,1,0}{1000100000000141,1000100000000002,910123,1,0}{1000100000000140,1000100000000002,910123,1,0}{1000100000000131,1000100000000002,910122,1,0}{1000100000000130,1000100000000002,910122,1,0}{1000100000000129,1000100000000002,910122,1,0}{1000100000000128,1000100000000002,910122,1,0}{1000100000000135,1000100000000002,910122,1,0}{1000100000000134,1000100000000002,910122,1,0}{1000100000000133,1000100000000002,910122,1,0}{1000100000000132,1000100000000002,910122,1,0}{1000100000000155,1000100000000002,910123,1,0}{1000100000000154,1000100000000002,910123,1,0}{1000100000000153,1000100000000002,910123,1,0}{1000100000000152,1000100000000002,910123,1,0}{1000100000000159,1000100000000002,910123,1,0}{1000100000000158,1000100000000002,910123,1,0}{1000100000000157,1000100000000002,910123,1,0}{1000100000000156,1000100000000002,910123,1,0}{1000100000000147,1000100000000002,910123,1,0}{1000100000000146,1000100000000002,910123,1,0}{1000100000000145,1000100000000002,910123,1,0}{1000100000000144,1000100000000002,910123,1,0}{1000100000000151,1000100000000002,910123,1,0}{1000100000000150,1000100000000002,910123,1,0}{1000100000000149,1000100000000002,910123,1,0}{1000100000000148,1000100000000002,910123,1,0}{1000100000000226,1000100000000002,910122,1,0}{1000100000000225,1000100000000002,910122,1,0}{1000100000000224,1000100000000002,910129,1,0}{1000100000000230,1000100000000002,910124,1,0}{1000100000000229,1000100000000002,910125,1,0}{1000100000000203,1000100000000002,910025,1,0}{1000100000000202,1000100000000002,910022,1,0}{1000100000000201,1000100000000002,910021,1,0}{1000100000000200,1000100000000002,910123,1,0}{1000100000000207,1000100000000002,910123,1,0}{1000100000000206,1000100000000002,910124,1,0}{1000100000000205,1000100000000002,910020,1,0}{1000100000000195,1000100000000002,910124,1,0}{1000100000000194,1000100000000002,910124,1,0}{1000100000000193,1000100000000002,910124,1,0}{1000100000000192,1000100000000002,910124,1,0}{1000100000000199,1000100000000002,910125,1,0}{1000100000000198,1000100000000002,910124,1,0}{1000100000000197,1000100000000002,910124,1,0}{1000100000000196,1000100000000002,910124,1,0}{1000100000000219,1000100000000002,910124,1,0}{1000100000000218,1000100000000002,910124,1,0}{1000100000000217,1000100000000002,910124,1,0}{1000100000000216,1000100000000002,910124,1,0}{1000100000000223,1000100000000002,910120,1,0}{1000100000000222,1000100000000002,910124,1,0}{1000100000000221,1000100000000002,910124,1,0}{1000100000000220,1000100000000002,910124,1,0}{1000100000000211,1000100000000002,910027,1,0}{1000100000000210,1000100000000002,910024,1,0}{1000100000000209,1000100000000002,910023,1,0}{1000100000000208,1000100000000002,910128,1,0}{1000100000000215,1000100000000002,910124,1,0}{1000100000000214,1000100000000002,910124,1,0}{1000100000000213,1000100000000002,910029,1,0}{1000100000000212,1000100000000002,910028,1,0}{1000100000000042,1000100000000002,910120,1,0}{1000100000000041,1000100000000002,910120,1,0}{1000100000000040,1000100000000002,910120,1,0}{1000100000000046,1000100000000002,910120,1,0}{1000100000000045,1000100000000002,910120,1,0}{1000100000000044,1000100000000002,910120,1,0}{1000100000000035,1000100000000002,910120,1,0}{1000100000000034,1000100000000002,910120,1,0}{1000100000000033,1000100000000002,910120,1,0}{1000100000000032,1000100000000002,910120,1,0}{1000100000000039,1000100000000002,910120,1,0}{1000100000000038,1000100000000002,910120,1,0}{1000100000000037,1000100000000002,910120,1,0}{1000100000000036,1000100000000002,910120,1,0}{1000100000000059,1000100000000002,910121,1,0}{1000100000000058,1000100000000002,910121,1,0}{1000100000000057,1000100000000002,910121,1,0}{1000100000000056,1000100000000002,910121,1,0}{1000100000000063,1000100000000002,910121,1,0}{1000100000000062,1000100000000002,910121,1,0}{1000100000000061,1000100000000002,910121,1,0}{1000100000000060,1000100000000002,910121,1,0}{1000100000000051,1000100000000002,910121,1,0}{1000100000000050,1000100000000002,910121,1,0}{1000100000000049,1000100000000002,910121,1,0}{1000100000000048,1000100000000002,910121,1,0}{1000100000000055,1000100000000002,910121,1,0}{1000100000000054,1000100000000002,910121,1,0}{1000100000000053,1000100000000002,910121,1,0}{1000100000000052,1000100000000002,910121,1,0}{1000100000000011,1000100000000002,910120,1,0}{1000100000000010,1000100000000002,910120,1,0}{1000100000000009,1000100000000002,910120,1,0}{1000100000000008,1000100000000002,910120,1,0}{1000100000000015,1000100000000002,910120,1,0}{1000100000000014,1000100000000002,910120,1,0}{1000100000000013,1000100000000002,910120,1,0}{1000100000000012,1000100000000002,910120,1,0}{1000100000000003,1000100000000002,910120,1,0}{1000100000000002,1000100000000002,910120,1,0}{1000100000000001,1000100000000002,910120,1,0}{1000100000000007,1000100000000002,910120,1,0}{1000100000000006,1000100000000002,910120,1,0}{1000100000000005,1000100000000002,910120,1,0}{1000100000000004,1000100000000002,910120,1,0}{1000100000000027,1000100000000002,910120,1,0}{1000100000000026,1000100000000002,910120,1,0}{1000100000000025,1000100000000002,910120,1,0}{1000100000000024,1000100000000002,910120,1,0}{1000100000000031,1000100000000002,910120,1,0}{1000100000000030,1000100000000002,910120,1,0}{1000100000000029,1000100000000002,910120,1,0}{1000100000000028,1000100000000002,910120,1,0}{1000100000000019,1000100000000002,910120,1,0}{1000100000000018,1000100000000002,910120,1,0}{1000100000000017,1000100000000002,910120,1,0}{1000100000000016,1000100000000002,910120,1,0}{1000100000000023,1000100000000002,910120,1,0}{1000100000000022,1000100000000002,910120,1,0}{1000100000000021,1000100000000002,910120,1,0}{1000100000000020,1000100000000002,910120,1,0}{1000100000000107,1000100000000002,910122,1,0}{1000100000000106,1000100000000002,910122,1,0}{1000100000000105,1000100000000002,910122,1,0}{1000100000000104,1000100000000002,910122,1,0}{1000100000000111,1000100000000002,910122,1,0}{1000100000000110,1000100000000002,910122,1,0}{1000100000000109,1000100000000002,910122,1,0}{1000100000000108,1000100000000002,910122,1,0}{1000100000000099,1000100000000002,910122,1,0}{1000100000000098,1000100000000002,910122,1,0}{1000100000000097,1000100000000002,910122,1,0}{1000100000000096,1000100000000002,910122,1,0}{1000100000000103,1000100000000002,910122,1,0}{1000100000000102,1000100000000002,910122,1,0}{1000100000000101,1000100000000002,910122,1,0}{1000100000000100,1000100000000002,910122,1,0}{1000100000000123,1000100000000002,910122,1,0}{1000100000000122,1000100000000002,910122,1,0}{1000100000000121,1000100000000002,910122,1,0}{1000100000000120,1000100000000002,910122,1,0}{1000100000000127,1000100000000002,910122,1,0}{1000100000000126,1000100000000002,910122,1,0}{1000100000000125,1000100000000002,910122,1,0}{1000100000000124,1000100000000002,910122,1,0}{1000100000000115,1000100000000002,910122,1,0}{1000100000000114,1000100000000002,910122,1,0}{1000100000000113,1000100000000002,910122,1,0}{1000100000000112,1000100000000002,910122,1,0}{1000100000000119,1000100000000002,910122,1,0}{1000100000000118,1000100000000002,910122,1,0}{1000100000000117,1000100000000002,910122,1,0}{1000100000000116,1000100000000002,910122,1,0}{1000100000000075,1000100000000002,910121,1,0}{1000100000000074,1000100000000002,910121,1,0}{1000100000000073,1000100000000002,910121,1,0}{1000100000000072,1000100000000002,910121,1,0}{1000100000000079,1000100000000002,910121,1,0}{1000100000000078,1000100000000002,910121,1,0}{1000100000000077,1000100000000002,910121,1,0}{1000100000000076,1000100000000002,910121,1,0}{1000100000000067,1000100000000002,910121,1,0}{1000100000000066,1000100000000002,910121,1,0}{1000100000000065,1000100000000002,910121,1,0}{1000100000000064,1000100000000002,910121,1,0}{1000100000000071,1000100000000002,910121,1,0}{1000100000000070,1000100000000002,910121,1,0}{1000100000000069,1000100000000002,910121,1,0}{1000100000000068,1000100000000002,910121,1,0}{1000100000000091,1000100000000002,910121,1,0}{1000100000000090,1000100000000002,910121,1,0}{1000100000000089,1000100000000002,910121,1,0}{1000100000000088,1000100000000002,910121,1,0}{1000100000000095,1000100000000002,910122,1,0}{1000100000000094,1000100000000002,910122,1,0}{1000100000000093,1000100000000002,910122,1,0}{1000100000000092,1000100000000002,910121,1,0}{1000100000000083,1000100000000002,910121,1,0}{1000100000000082,1000100000000002,910121,1,0}{1000100000000081,1000100000000002,910121,1,0}{1000100000000080,1000100000000002,910121,1,0}{1000100000000087,1000100000000002,910121,1,0}{1000100000000086,1000100000000002,910121,1,0}{1000100000000085,1000100000000002,910121,1,0}{1000100000000084,1000100000000002,910121,1,0}]
2022-09-19 10:00:00.952 [任务线程 - 61] INFO  com.teamtop.system.dengFengZaoJi.DengFengZaoJiFunction - DengFengZaoJiEvent upload
2022-09-19 10:00:00.954 [任务线程 - 61] INFO  com.teamtop.system.dengFengZaoJi.event.DengFengZaoJiEvent - DengFengZaoJiEvent.fixTime cmdId:1 time:2022-09-19_10-00-00s
2022-09-19 10:00:00.954 [任务线程 - 61] INFO  com.teamtop.util.exector.schedule.ScheduleFixtime - week event:com.teamtop.system.dengFengZaoJi.event.DengFengZaoJiEvent@8c3b9d,now:1663552800,dayTime:1000
