2020-11-09 15:37:00.412 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:LogServer,time:109 ms
2020-11-09 15:37:00.678 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:TransInnerUtil,time:0 ms
2020-11-09 15:37:00.678 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:MybatisUtil,time:0 ms
2020-11-09 15:37:00.994 [main] INFO  com.teamtop.util.mybatis.MybatisUtil - get DB session but not found,init this session,zoneid:1
2020-11-09 15:37:02.919 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:LogServer,time:156 ms
2020-11-09 15:37:03.356 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:TransInnerUtil,time:0 ms
2020-11-09 15:37:03.371 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:MybatisUtil,time:0 ms
2020-11-09 15:37:03.779 [main] INFO  com.teamtop.util.mybatis.MybatisUtil - get DB session but not found,init this session,zoneid:12345679
2020-11-09 15:37:04.889 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:AutoObjTableUtil,time:4211 ms
2020-11-09 15:37:04.889 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:GlobalCache,time:0 ms
2020-11-09 15:37:04.904 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:GameProperties,time:0 ms
2020-11-09 15:37:04.904 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:GlobalTimeCache,time:0 ms
2020-11-09 15:37:04.935 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:ProtocolInvoke,time:31 ms
2020-11-09 15:37:04.935 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:ForbidFunction,time:0 ms
2020-11-09 15:37:04.951 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:AutoObjTableUtil,time:1580 ms
2020-11-09 15:37:04.982 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:GlobalCache,time:15 ms
2020-11-09 15:37:04.998 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:GameProperties,time:16 ms
2020-11-09 15:37:05.045 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:GlobalTimeCache,time:47 ms
2020-11-09 15:37:05.138 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:SceneFile,time:203 ms
2020-11-09 15:37:05.154 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:SceneEventFunction,time:16 ms
2020-11-09 15:37:05.154 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:HeroDataSaver,time:0 ms
2020-11-09 15:37:05.169 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:ProtocolInvoke,time:109 ms
2020-11-09 15:37:05.169 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:FightCalcFunction,time:15 ms
2020-11-09 15:37:05.247 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:MethodInvoke,time:78 ms
2020-11-09 15:37:05.388 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:RechargetHttpServer,time:219 ms
2020-11-09 15:37:05.435 [main] INFO  com.teamtop.cross.CrossPartCache - crossPartCache partMap size=250
2020-11-09 15:37:05.435 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:CrossPartCache,time:47 ms
2020-11-09 15:37:05.450 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:RechargeEventCache,time:15 ms
2020-11-09 15:37:05.450 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:ConsumeEventCache,time:0 ms
2020-11-09 15:37:05.812 [main] INFO  com.teamtop.houtaiHttp.HouTaiHttpServer2 - houtai websocket start ok at port:0
2020-11-09 15:37:05.812 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:HouTaiHttpServer,time:362 ms
2020-11-09 15:37:05.844 [main] INFO  com.teamtop.system.event.serverEvent.ServerEventFunction - init complete:HouTaiHttpCache,time:16 ms
